55,-17,-1.75,175,0,-10,-6.25,170,1,3,0,0,,1
56,-20,-6.75,140,0,4,-4.25,170,0,0,0,0,,1
57,-3.25,-6,50,3,2.75,-4,80,0,1,0,1,,1
58,-0.25,-4.25,35,0,-20,-3,40,0,0,0,0,,1
59,-14,-6,25,0,-14.5,-4,165,0,0,0,1,,1
60,13.25,-6,70,0,3.75,-3,55,0,0,0,0,,1
61,-3,-0.5,80,0,11.75,-4,50,0,0,0,1,,1
62,-4,-5.5,175,0,0.25,-3.25,130,0,0,0,0,,1
63,-13.5,-0.5,175,0,-3,-4.5,40,0,0,0,0,,1
64,-24.25,-7,95,0,-1.75,-5.25,55,0,0,0,0,,1
65,-22.5,-4,10,0,7.75,-3,140,0,0,0,0,,1
66,-4,-4,140,1.5,3.5,-0.75,130,0,2,1,0,,1
67,14,-3.25,150,0,-9.75,0,130,0,0,0,0,,1
68,14,-2.25,85,0,-13,-2,35,0,0,0,0,,1
69,-21,-3.75,180,0,-22,-4.25,145,0,0,0,0,,1
70,2.5,-1.75,20,0,11.5,-6,10,0,0,0,0,,1
71,13,-4.5,10,0,12.25,-5,40,0,0,0,0,,1
72,-18.5,-0.5,175,0,-24.25,-4.5,165,0,0,0,1,,1
73,-22,-6,140,0,-7,-1.75,145,0,0,0,0,,1
74,-5,-3,110,0,-15,-2.25,165,0,0,0,0,,1
75,-5.75,-5.5,145,0,13.25,-1,90,0.25,2,0,0,,1
76,-3.5,-5.25,15,0,6.25,-1,130,2,1,0,0,,1
77,0.5,-5.5,50,0,-19.75,-6.5,135,0,0,0,0,,1
78,-3,-2.75,120,0,-1.5,-3.25,45,0,0,1,0,,1
79,10.75,-6,40,0,8.25,-2.75,115,0,0,0,0,,1
80,1.25,-5,80,0,0.25,-6,155,0,0,0,0,,1
81,7,-5.5,115,0,-23.25,-4.75,45,0,0,0,0,,1
82,10.25,-0.25,70,0,-9.5,-2,55,0,0,0,0,,1
83,-15.5,-6.25,50,0,-23.75,-0.25,105,0,0,0,1,,1
84,15,-0.25,90,0,-17.75,-3,130,0,0,0,1,,1
85,-8,-6.75,110,0,4,-5.25,85,0,0,0,0,,1
86,-18.25,-2.5,135,0,5.5,-7,155,0,0,0,1,,1
87,-9.75,-2,65,0,11.75,-6,40,1.25,1,0,0,,1
88,-20.25,-5.25,95,0,9.25,-3.75,15,0,0,0,0,,1
89,-17.5,-2.75,140,0,-19.75,-6.25,80,0,0,0,0,,1
90,0,-5.25,160,0,-11.75,-1,140,0,0,0,0,,1
91,15,-3,70,2.25,-7.5,-4,120,0,1,0,1,,1
92,-6,-1.5,145,0,-7.25,-4.5,150,0,0,0,0,,1
93,1,-2.25,15,0,-20.25,-6,165,0,0,1,1,,1
94,-16,-2.75,155,0,0,-7,70,0,0,0,1,,1
95,0,-6.5,95,0,13.75,-6.5,110,2.75,1,0,0,,1
96,-2.25,-2,15,0,-18.25,-1.75,90,0,0,0,0,,1
97,-20,-5.75,75,0,-13.5,-1,15,0,0,0,0,,1
98,-20,-5,70,0,-17,-2.75,150,0,0,0,0,,1
99,-25,-1.25,135,0,-19,-5.5,35,0,0,0,0,,1
100,12.75,-2,120,0,-23,-5,35,0,0,0,0,,1
101,-8,-2.25,70,0,-13,-3,110,0,0,0,0,,1
102,6.25,-0.25,165,1.5,-21.5,-5.25,5,0,3,0,0,,1
103,-17.75,-1,135,0,11.25,-6.75,160,0,0,0,0,,1
104,4.5,-1.75,45,0,-22,-6.5,80,0,0,0,0,,1
105,-7,-3.5,165,0,-22.75,-7,140,0,0,0,0,,1
106,-18.25,-2.75,40,0,-3.5,-1,130,0,0,0,0,,1
107,-14,-2,80,0,-3.25,-4.25,160,0,0,0,1,,1
108,8.25,-4.25,80,0,6,-4.75,130,0,0,0,0,,1
109,-8.5,-3,180,0,7.75,-1.5,125,0.75,1,0,0,,1
110,-15.25,-0.25,10,0,-6,-5.75,135,0,0,0,0,,1
111,-23,-3.75,50,0,7.5,-0.25,125,0,0,1,0,,1
112,-13.25,-3.25,120,0,-22,-1.25,35,0,0,0,0,,1
113,-11,-5,125,0,13,-2.75,50,0,0,0,0,,1
114,-23,-1,75,0,-1,-1.25,30,0,0,0,0,,1
115,-15.5,-0.75,95,0,-4.25,-1.75,40,0,0,0,0,,1
116,5,-6.25,45,0,-6.5,-2,25,0,0,0,0,,1
117,-2.25,-4.25,70,0,-10.25,-1,45,0,0,0,0,,1
118,-21,-2.5,170,0,-8.75,-6.5,120,0,0,0,1,,1
119,2.5,-4,50,0,-12,-1,25,0,0,0,0,,1
120,-20,-3,140,0,-13.25,-3.25,5,0,0,0,1,,1
121,6.25,-5,115,0,-13.25,-5.25,25,0,0,1,0,,1
122,-18.75,-3,135,0,13.25,-6.25,95,0,0,0,0,,1
123,-19,-2,30,0,-9.75,-2.25,135,0,0,0,1,,1
124,-19,-1.5,160,0,-19.5,-4,155,0,0,0,1,,1
125,-11,-6.25,160,1.75,-11,-5,145,0,3,0,0,,1
126,1.5,-2,70,0,15,-2.25,135,0,0,0,1,,1
127,-13.75,-3.25,60,0,-9,-2,90,0,0,0,0,,1
128,-2.25,-2,95,0,-15,-2.25,55,0,0,0,0,,1
129,2,-4.25,100,0,-12.75,-5.5,60,0,0,0,0,,1
130,-17.5,-0.25,45,0,13,-6,125,2,2,0,0,,1
131,-18,-6,5,0,-6.5,-3.25,40,0,0,0,1,,1
132,4,-3,65,0,-5.25,-2,10,0,0,0,0,,1
133,-17.5,-2,55,0,1.75,-7,70,0,0,0,1,,1
134,14,-0.75,20,0,14.5,-3.5,85,0,0,0,0,,1
135,-22,-2,25,0,4.25,-2,35,0,0,0,0,,1
136,-3,-1.25,50,0,-6.25,-5.25,85,0,0,0,0,,1
137,-7,-3,5,0,-16,-0.75,50,0,0,1,0,,1
138,1.25,-0.75,125,0,-6.75,-2.25,75,0,0,0,0,,1
139,-7.75,-4,100,0,8,-4.75,155,0,0,0,0,,1
140,-19.25,-6.75,80,0,-4,-5.5,155,0,0,0,0,,1
141,-1.75,-1.75,175,0,3.5,-7,20,0,0,0,1,,1
142,-14,-3.5,20,0,-5.25,-3.5,165,0,0,0,1,,1
143,2,-3.75,5,0,-21,-5.25,175,0,0,0,0,,1
144,8.75,-6.5,90,2.25,-18.25,-4,130,2.25,2,0,0,,1
145,9,-3,90,1.25,-8.25,-6.25,105,0,3,1,0,,1
146,0,-6.75,15,0,-22.75,-5.75,175,0,0,0,0,,1
147,7.75,-5.25,110,0,-24.5,-4.5,150,0,0,0,0,,1
148,9.75,-1,115,0,-8.5,-1.75,165,0,0,0,0,,1
149,-18.25,-3,15,0,-16.25,-1,165,0,0,0,0,,1
150,-13.75,-1,130,0,-6,-2.5,95,2,1,0,0,,1
151,-13,-1.25,165,0,2.5,-1,30,0,0,0,0,,1
152,-24,-1.25,20,0,-11.5,-1.75,120,0,0,0,1,,1
153,-24.25,-2.25,105,0,4.5,0,90,0,0,0,0,,1
154,13,-3,160,0,-4.75,-4,95,0,0,0,0,,1
155,-22,-6.25,95,0,-21,-0.5,135,0,0,0,1,,1
156,-13,-1,20,0,-24.5,-1.5,125,0,0,0,0,,1
157,-15.5,-5.5,135,0,13.5,-6,150,0,0,0,0,,1
158,-19,-5.25,65,0,4,-5.75,15,0,0,0,0,,1
159,-14,-5,155,0,-9,-6.75,45,0,0,0,0,,1
160,4.25,-2.5,170,0,-15,-6.75,80,0,0,0,0,,1
161,10,-5.75,45,0,4.5,-4.75,75,0,0,0,0,,1
162,4.75,-0.75,20,0,8,-6,35,0,0,0,0,,1
163,-18.25,-0.75,175,1.5,-22.75,-1,100,0,2,0,0,,1
164,-9,0,160,0,-18,-2,145,0,0,0,0,,1
165,-16,-2.5,100,0,-10.75,-0.5,45,1,1,0,0,,1
166,4.5,-5,50,0,2.5,-5.5,145,0,0,1,0,,1
167,-18.5,-2.5,110,0,-24.75,-3,165,0,0,0,0,,1
168,-9.5,-5,100,0,-22,-6.25,145,0,0,0,0,,1
169,-4,-2,45,0,3,-4,55,0,0,0,1,,1
170,-13,-2.25,20,0,-3,-2.25,160,0,0,0,0,,1
171,-9.5,-6.75,120,0,8,-6.5,125,0,0,0,0,,1
172,-12.5,-6,160,0,-23.5,-6.5,55,0,0,0,0,,1
173,6.5,-6.75,30,0,-6.75,-2.5,80,0,0,0,0,,1
174,13.5,-4.75,170,0,-21,-2.75,175,0,0,0,0,,1
175,-2.5,-3,40,0,-16.75,-2,155,0,0,0,1,,1
176,-19.25,-3.75,170,0,10,-5.75,70,0,0,1,1,,1
177,-6.25,-5.25,40,0,0.75,-3.25,45,0,0,0,0,,1
178,8,-3.5,150,0,6,-0.75,25,0,0,0,0,,1
179,-14.75,-3.25,100,0,-19.75,-3.25,60,0,0,0,0,,1
180,-12,-1.5,110,0,-11.75,-3.75,165,0.75,3,0,0,,1
181,2,-5.5,165,0,-19.75,-5.5,25,0,0,0,0,,1
182,3.25,-4,145,0,10.75,-3.75,165,0,0,0,1,,1
183,-0.25,-4.75,120,0,-6.75,-0.5,80,0,0,0,1,,1
184,-16,-3.25,125,0,4.75,-1,30,0,0,0,0,,1
185,-17.5,-6.25,90,0,-12,-0.25,55,0,0,0,0,,1
186,-6.25,-2,130,2,-17.25,-5.75,20,0,3,0,0,,1
187,-8,-6.75,170,0,3,-3.5,135,0,0,0,0,,1
188,-16.25,-5,80,0,-4.5,-1,30,0,0,0,0,,1
189,8.25,-1.5,165,0,3.75,-1,60,0,0,0,0,,1
190,12.25,-0.5,35,0,7,-4,160,0,0,0,0,,1
191,-22,-1.75,155,0,-6.75,-2.25,100,0,0,0,1,,1
192,-15.25,-5,110,0,8.5,-2,165,0,0,0,0,,1
193,-9.5,-0.5,130,0,-14,-1,120,0,0,0,0,,1
194,-4,-3,160,0,-23.25,-2.75,45,0,0,0,0,,1
195,8.5,-6,160,0,-23.5,-6.25,115,0,0,0,0,,1
196,-5.25,-1,10,0,-18,-0.75,155,0,0,0,0,,1
197,-21.25,-1.75,125,0,-12.5,-3,110,0,0,0,0,,1
198,3.75,-2.5,175,0,-13.75,-5.75,80,0,0,0,0,,1
199,-4.25,-1.75,100,0,13,-1.75,140,0,0,1,0,,1
200,7,-5.25,80,0,-4,-4.5,15,0,0,0,0,,1
201,-18,-1.5,30,0,11,-4,35,0,0,0,0,,1
202,-4.5,-4.5,45,0,-10.5,-6,65,0,0,0,0,,1
203,-11,-3,5,0,14,-3,70,0,0,0,0,,1
204,-11.5,-6.5,110,0,6,-4,165,0,0,0,0,,1
205,5,-4,80,0,3,-4.25,10,0,0,0,0,,1
206,5.25,-5,100,0,-14,-7,95,0,0,1,0,,1
207,-15,-4,140,0,-7.5,-0.75,45,0,0,0,0,,1
208,9.5,-6.75,40,0,8,-5.25,130,0,0,0,0,,1
209,-13.25,-6.75,175,0,7.25,-5,20,0,0,0,0,,1
210,-1,-3.75,65,0,-17.5,-4.5,130,0,0,0,1,,1
211,3.25,-4.25,30,0,10.25,-4.75,180,0,0,0,0,,1
212,-3.5,-3.25,110,0,-22,-1.5,25,0,0,1,0,,1
213,8.25,-1.75,35,0,10.75,0,130,0,0,1,1,,1
214,-8.75,-1.25,145,0,-14.5,-2.25,115,2,3,0,0,,1
215,-21,-1,65,0,-15,0,10,0,0,0,0,,1
216,-3,-3.5,40,0,-21,-2.5,175,0,0,0,1,,1
217,-18.75,-4,175,0,-5.5,-5.25,10,0,0,0,0,,1
218,-5.5,-6,120,0,1.25,-4.5,15,0,0,0,0,,1
219,-9.75,-5.25,95,0,-6,-1.75,5,0,0,0,0,,1
220,-10,-1.25,105,0,2,-1.5,15,0,0,0,1,,1
221,-10.25,-4.25,80,0,-13.75,-4.5,70,0,0,0,0,,1
222,-23.75,-5.25,100,0,12,-5.75,105,0,0,1,0,,1
223,5,-5.25,180,1,-9,-2.5,60,0,1,0,1,,1
224,-20,-4,70,0,-5.75,-2.75,60,0,0,0,1,,1
225,-9,-4.5,160,0,-24.5,-6,165,0,0,0,0,,1
226,-15,-0.5,80,0,-21.25,-1.25,35,0,0,0,0,,1
227,11.25,-1.25,130,1,-11.5,-4,45,0,1,0,0,,1
228,-5,-1,105,0,-7,-5.25,175,0,0,0,1,,1
229,7,-5,170,0,10,-4.5,140,0,0,0,1,,1
230,-14.5,-0.75,175,0,-9,-2,125,0,0,0,0,,1
231,-14.25,-3,125,0,7.5,-3.5,130,0,0,0,0,,1
232,4.25,-1,75,0,-12.5,-4.5,140,0,0,1,0,,1
233,-12,-3,80,0,-14.25,-1.25,40,0,0,0,0,,1
234,6.5,-5.75,110,0,11,-3,60,0,0,1,0,,1
235,-17,-6,30,0,-21.5,-2,95,0,0,0,0,,1
236,-18.75,-3.75,170,0,-16.25,-4,75,0,0,0,1,,1
237,-20.5,-1.75,85,0,0.75,-6,130,0,0,0,0,,1
238,-22,-1.25,35,0,-3.5,-2,175,0,0,0,0,,1
239,5.75,-5.75,45,0,1.5,-6.75,95,0,0,0,0,,1
240,-18,-1.75,55,0,11.5,-6,85,0,0,1,0,,1
241,-0.5,-3,55,2.25,2.25,-4.75,145,0,3,1,0,,1
242,-11.5,-4.25,145,0,-2.25,-4.25,175,0,0,0,0,,1
243,-22,-5.25,5,0,13,-2.75,20,0,0,0,0,,1
244,-15,-7,25,0,-5.25,-3.25,120,0,0,0,1,,1
245,3.75,-1.5,5,0,-7,-2.25,35,0,0,0,0,,1
246,-18.5,-3.25,120,0,-9.75,-0.5,95,0,0,0,0,,1
247,5,-4.25,20,0,-8.25,-2,20,0,0,0,0,,1
248,-21.75,-6,40,0,13.5,-5,95,0,0,0,0,,1
249,13.75,-2,155,0,9,-5,85,0,0,0,0,,1
250,-19,-1.5,30,0,-18.25,-5.75,110,0,0,0,0,,1
251,12,-7,125,0,-9.25,-0.5,165,0,0,0,0,,1
252,11.5,-5.25,110,0,-0.75,-2.75,70,0,0,1,0,,1
253,12.25,-5.25,130,0,10,-1,30,0,0,0,0,,1
254,2,-6.75,50,0,12.5,-6,120,0,0,0,0,,1
255,-0.25,-6.75,10,0,5.5,-4.5,105,0,0,0,0,,1
256,-17.75,-6.75,15,0,2.5,-6.75,80,2.25,3,0,0,,1
257,14.75,-1.5,180,0,11,-0.5,150,0,0,0,0,,1
258,-21,-0.25,110,0,13,-5,60,0,0,0,1,,1
259,-21.5,-2.25,90,0,-24.75,-1.5,130,0,0,0,0,,1
260,-4.75,-6.5,10,0,7.25,-5,105,0,0,0,0,,1
261,-14,-1.75,105,0,-2.25,-6,170,0,0,0,0,,1
262,-19,-4,45,0,6,-4,135,0,0,0,0,,1
263,9,-1.75,70,0,-5.75,-5.5,55,0,0,0,0,,1
264,-6,-7,150,0,-14,-4,95,0,0,0,0,,1
265,4.5,-4,35,0,-8.5,-5.25,5,0,0,0,0,,1
266,11.5,-1.5,125,0,1.5,-5,90,0,0,0,1,,1
267,-1,-2.25,40,0,-21,-1,65,0,0,0,0,,1
268,-22.25,-6.5,155,0,11,-2.25,155,0,0,0,0,,1
269,-0.25,-4.25,55,0,6.75,-6.5,60,0,0,0,0,,1
270,0.25,-1.5,30,0,-19.75,-5.5,145,0,0,0,0,,1
271,9.5,-3.25,105,0,-12.75,-3,40,0,0,0,0,,1
272,-12.25,-4,5,0,9,-2.5,5,0,0,0,0,,1
273,-10,-1.25,20,0,-16.75,-2.75,110,0,0,0,0,,1
274,-13,-4.25,140,0,-18,-2.25,5,0,0,0,0,,1
275,4.5,-2,130,0,9,-1.5,150,0,0,0,0,,1
276,-14.25,-2.75,60,0,3,-3.25,45,0,0,0,0,,1
277,-17,-5,125,0,-13.25,-0.25,55,0,0,0,0,,1
278,-22.5,-2,10,0,-24.25,-5,40,0,0,0,0,,1
279,-13,-6,130,0,-23.25,-3.5,70,0,0,0,0,,1
280,2,-6.75,130,0,-14.5,-4.25,35,0,0,0,0,,1
281,7.5,-1,30,0,5.25,-5.25,25,0,0,0,0,,1
282,-24.25,-2.75,20,0,-6,-5,125,0,0,0,0,,1
283,6.25,-2.5,90,0,-21.25,-0.75,10,0,0,0,1,,1
284,-10.25,-1.75,110,0,3.5,-6.75,100,0,0,0,0,,1
285,14,-6.75,10,0,2,-1.75,10,0,0,0,0,,1
286,6.5,-1.75,75,1.5,4,-6,85,0,3,0,0,,1
287,-6,-3,25,0,-8,-5.25,130,0,0,0,0,,1
288,9,-2.75,125,0,-22,-1,75,0,0,0,0,,1
289,1.75,-5.5,25,0,-7.5,-1,120,0,0,0,0,,1
290,14.75,-5,170,0,-14.25,0,90,0,0,0,0,,1
291,-8.5,-5.25,120,0,0.75,-6.75,70,0,0,0,1,,1
292,-1,-3.5,30,0,-3.75,-2.5,180,2.75,3,0,0,,1
293,-3.25,-2,40,0,4.5,-2.25,40,0,0,0,0,,1
294,10.25,-6.75,95,0,-15,-1,50,0,0,0,1,,1
295,-8,-1.5,70,0,7.25,-5.75,130,0,0,0,0,,1
296,-3.75,-0.75,10,0,-18.25,-3.5,145,0,0,0,0,,1
297,2,-4.75,85,0,-7,-5.5,155,0,0,0,0,,1
298,-9,-5,80,0,13.5,-7,60,0,0,0,0,,1
299,9,-0.5,45,0,-5.75,-1.25,150,0,0,0,0,,1
300,-4.75,-5.5,145,1.5,4,-1.75,55,0,1,0,1,,1
301,-19,-7,130,0,12.75,-5.25,75,0,0,1,1,,1
302,2.25,-6.75,90,0,13.75,-1,155,0,0,0,0,,1
303,-4,-3.25,70,0,9,-0.5,115,0,0,0,0,,1
304,-8,-2.5,140,0,2.25,-3,110,0,0,0,1,,1
305,-4,-3,90,0,5.5,-6,180,0,0,0,0,,1
306,1.75,-0.5,150,0,10,-5,165,0,0,0,1,,1
307,12,-5.5,155,0,-21.5,-4.25,105,0,0,0,0,,1
308,8.75,-4,35,0,-2,-5,135,0,0,0,0,,1
309,-4.5,-6.5,130,2.25,-10.75,-1,75,0,3,1,1,,1
310,-22.5,-2.5,20,0,14.25,-1,50,2,2,0,0,,1
311,-2.25,-5.5,55,0,-7.5,-4.5,80,0,0,1,1,,1
312,11,-1,140,0,-9.5,-6.25,50,0,0,0,1,,1
313,2.5,-1,30,0,-6,-4,110,0,0,0,0,,1
314,5.25,0,125,0,2,-5.25,50,0,0,0,1,,1
315,0,0,40,0,10.75,-5,175,0,0,0,0,,1
316,2.25,-6.5,135,0,1,-4,140,0,0,0,0,,1
317,-6.75,-0.75,160,0,2.5,-1.25,45,0,0,0,0,,1
318,12,-5,140,0,-20,-5.25,125,0,0,1,0,,1
319,7.75,-3.5,50,0,11.25,-3.5,65,0,0,1,0,,1
320,-10.25,-6.75,45,0,-16.5,-5,180,0,0,1,0,,1
321,-1,-0.5,175,0,8.75,-4.75,25,0,0,0,0,,1
322,12,-5.5,90,0,-15,-3,60,0,0,0,0,,1
323,6.5,-1.75,105,0,-11,-4.75,90,0,0,0,0,,1
324,-12.25,-2.75,155,0,-15.25,-5,120,0,0,0,0,,1
325,-10.5,-3.25,45,0,-24.5,-6.75,10,3,1,0,0,,1
326,14.25,-4,90,0,-14.25,-5,155,0,0,0,0,,1
327,-6,-3,45,0,6.75,-1.75,155,0,0,1,0,,1
328,-10,-5,90,0,13,-1.5,5,0,0,1,1,,1
329,-21,-0.25,170,0,9.5,-5.25,85,0,0,1,0,,1
330,10,-1.5,20,0,5,-6.5,150,0,0,0,0,,1
331,-15,-7,175,0,-24,-2,165,0,0,0,0,,1
332,-25,-4.75,145,0,-24.75,-5.25,75,0,0,0,0,,1
333,-21.5,-0.5,175,0,-18.25,-2.5,165,0,0,0,0,,1
334,1,-2,65,0,7,-2.25,180,0,0,0,0,,1
335,-17.75,-7,105,0,-12,-2.25,70,0,0,1,1,,1
336,-14,-4.25,140,0,1,-5,120,0,0,0,0,,1
337,-21,-4.5,175,0,14,-4,145,2,1,0,0,,1
338,-8.5,-4,50,0,-22,-0.25,165,0,0,0,0,,1
339,5,-4.25,115,0,12,-7,135,0,0,0,0,,1
340,7.75,-3,65,0,4.75,-2.5,90,0,0,0,0,,1
341,8.25,0,80,0,8.25,-4.25,45,0,0,0,0,,1
342,-24,-4.25,180,0,-9,-3.25,15,0,0,0,0,,1
343,-25,-5.5,40,0,-22.25,-1,165,0,0,0,1,,1
344,8,-1.25,125,0,-1,-4.75,65,0,0,0,0,,1
345,7.75,-2.75,130,0,0,-0.75,120,0,0,0,1,,1
346,-24.5,-4.5,145,0,-8.5,-3,40,0,0,0,1,,1
347,8,-4.25,110,0,-24.25,-5,20,0,0,1,0,,1
348,-11.25,-4,135,0,-16.5,-3.5,80,0,0,0,1,,1
349,-24,-6,155,0,-19,0,60,0,0,0,0,,1
350,2,-4,175,0,13.75,-3.25,140,0,0,0,1,,1
351,-5,-6.5,135,0,-18,-6.5,50,0,0,1,0,,1
352,-15.25,-6.25,50,0,-18.25,-6,180,0,0,0,0,,1
353,12.25,-5,65,0,-9,-0.25,40,0,0,0,1,,1
354,-4.5,-1.75,20,1,-20,-2.5,65,0,3,0,1,,1
355,5,-1.25,95,0,-11,-2,155,0,0,0,0,,1
356,12,-2.25,180,0,8.25,-5,10,0,0,0,0,,1
357,-9.25,-0.75,115,0,8.5,-3.5,175,0,0,0,0,,1
358,-24.5,-5,55,0,-8,-1.25,160,0,0,0,0,,1
359,5.5,-1,30,0,-14.75,-3.75,45,0,0,0,0,,1
360,6.25,-6,95,0,7.5,-1.25,170,0,0,0,0,,1
361,-0.75,-1,55,0,-12,-6.5,145,0,0,0,0,,1
362,-13.25,-4,90,0,-15.5,-5,75,0,0,1,0,,1
363,-9.5,-6.75,130,0,9.5,-3.75,180,0,0,0,0,,1
364,-12.5,-1.25,155,0,-9.25,-4.75,125,0,0,0,0,,1
365,-14.5,-2,35,0,1,-5,30,0,0,0,0,,1
366,-8.75,-5.25,85,0,-8,-2.5,55,0,0,0,0,,1
367,-11,-4.75,130,0,-3.75,-1,120,0,0,1,1,,1
368,-24.75,-4,170,0,-23,-6.5,160,0,0,0,0,,1
369,-4.75,-4.5,80,0,-9,-2.5,160,0,0,0,0,,1
370,-24.25,-2.75,20,0,14.5,0,135,0,0,0,0,,1
371,8.75,-4,35,0,-20.25,-4,110,0,0,0,0,,1
372,9.25,-3.25,165,0,-15,-5,180,0,0,0,1,,1
373,2.25,-5.75,90,0,11,-1.25,65,0,0,0,0,,1
374,15,-0.75,55,0,-21.25,-0.25,50,1,2,0,0,,1
375,-6.75,-4,30,0,-7.75,-6.5,50,0,0,0,0,,1
376,-24.75,-6.5,30,1.5,1.25,-1.25,10,0,2,0,0,,1
377,-13,-3.25,180,1,-16,-4.75,60,0,1,1,0,,1
378,2,-5,115,0,-3,-2,30,0,0,0,0,,1
379,11.75,-2,150,0,-3,-3,5,0,0,0,0,,1
380,11,-3,65,2.25,-4.75,-4.5,70,0,2,0,0,,1
381,-4.5,-3.25,45,0,2,-3,150,0,0,0,0,,1
382,9.25,-1.25,130,0,-16,-1,70,1.25,1,0,0,,1
383,1,-5.75,170,0,9,-6.25,175,0,0,0,0,,1
384,9.25,-0.5,60,0,-11.25,-7,180,0,0,0,0,,1
385,-13.5,-6,140,0,13.75,-0.5,120,0,0,0,0,,1
386,10.25,-0.5,90,0,-18.5,-1.5,165,0,0,0,0,,1
387,8.25,-4.25,90,0,13.5,0,15,0,0,1,0,,1
388,14,-1.75,165,2.25,-22,-1.75,95,0,1,0,0,,1
389,-19.25,-4.25,10,0,-22,-6,125,0,0,0,1,,1
390,-20.5,-3.75,20,0,-14,-3.5,70,0,0,0,1,,1
391,-16.25,-2.5,140,0,7,-1.25,50,0,0,0,0,,1
392,-19,-5.75,55,0,-10,-6,170,0,0,0,0,,1
393,-1.25,-3,15,0,13,-0.75,45,0,0,0,0,,1
394,3.75,-6,100,0,9,-3,160,0,0,0,0,,1
395,-12.5,-1,165,0,-1.5,-7,70,0,0,0,0,,1
396,10.75,-1,110,0,3,-2.75,15,0,0,1,0,,1
397,-14.5,-5,175,0,-7.75,-4,100,0,0,0,0,,1
398,-6,-4,175,0,1.5,-1.5,10,0,0,0,1,,1
